,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-16.01454557542113,-12.791201836559106,0.24896911762939422,-4.429300822209243,-4.492836289482236,-7.631359549651777,-5.2578424154775245,-6.994854763432509,-1.5251664631792954,1.1482590807309343,0.6017738590238714,-3.280546089792631,-3.9428487071048703
1,-15.974119228419184,-13.148619776314867,-2.092926810526815,-6.186015887520603,-2.924283001503471,-6.409532951259757,-7.218106828679237,-10.539399264725283,-6.769167720119484,-5.942810620798953,0.6196739061070795,1.2577792114750204,-1.8577163883587624
2,-14.266932128396164,-1.1215077632977493,11.268428943365658,7.316874307673967,12.826415187379952,14.462736043467583,15.108830464614933,7.437865698684523,5.908836029664981,3.1054193514524098,9.02640103018981,10.790171218724911,8.227146980267333
3,-13.062904292658219,3.4280229827496878,15.772018453129181,9.02402476438349,12.338989706799076,12.540826691912619,10.446113070428302,-1.7265411694821475,-4.239257936681584,-2.3219228684720417,3.4395397284903537,8.447198161185373,9.278446798507874
4,-12.84055929861893,6.236670636912071,16.54349674011656,6.806351593397411,8.783992204791739,10.921796231709475,9.301295210569073,-5.282048406323526,-10.013170508439856,-10.416281619073732,-1.8191075025080077,7.2450469463762115,10.548945237234344
5,-8.605149462398353,37.00924838873831,29.342787593611682,-7.791362577108112,-11.155926906108697,-7.172386941799826,7.768037491985764,-8.874115386659112,-9.88482630690567,-21.267230678032195,-1.819511984210479,-6.3728429914434646,1.8419246017753488
6,-5.895422065791741,26.589516872939576,14.190906925059336,2.553211197349094,-2.671008177734634,-6.893819392908351,-1.0657047944320144,-4.542363120307695,-4.229484192866242,-11.831210719060408,-8.836076467876605,-8.429807272036943,0.5377084558172069
7,-0.9733112604174742,35.779626505400586,19.2831910678958,-0.1364425252832979,4.8634480893941685,0.9742136174873707,12.521381018951338,-5.284865152680528,-4.433593530239569,-23.869864656479784,-15.931742405448379,-21.236076868538603,-3.7790896811727492
8,0.2405698638822116,38.757730664589,23.6408415447878,1.766867367440704,1.214228674134279,-5.274616990178461,9.785758474526087,-2.4841748876123075,2.256632432860171,-20.483043667992433,-13.574519048372236,-22.278813891935002,-4.086625912157799
9,0.6208984834788958,37.53055597823263,24.448629645197432,3.9724917882357564,1.154573645387825,-5.730009656803674,6.940045187071346,-2.3383053493400077,3.116595801137224,-13.116087545540259,-7.921261448896063,-17.65759596929519,-4.181565723958223
